feature,class
"[-7.11300354e+02  6.98057022e+01 -3.02213268e+01  1.22661686e+01
 -2.45674477e+01 -8.63452625e+00 -3.18834133e+01 -6.17094707e+00
 -1.56073627e+01 -1.38835125e+01 -8.95891666e+00 -1.54178352e+01
 -8.56051254e+00 -1.68734779e+01 -3.86526775e+00 -1.08501778e+01
 -4.81836128e+00 -8.11176300e+00 -8.01959133e+00 -6.58280087e+00
 -7.94806814e+00 -3.27920270e+00 -6.30749702e+00 -1.13110805e+00
 -4.34449196e+00  2.67347619e-02 -1.40215123e+00  1.01484430e+00
  2.09226489e+00  2.70965099e+00  5.41733789e+00  3.59089851e+00
  7.12118578e+00  4.55663395e+00  8.09765720e+00  6.31224966e+00
  5.21017838e+00  4.93095684e+00  3.85967541e+00  4.33899260e+00]",up_to_learn
"[-7.4011945e+02  8.8196991e+01 -4.4370098e+01  2.1996359e+01
 -3.7337830e+01  7.6861706e+00 -3.4398617e+01  2.5000556e+00
 -1.8328667e+01 -1.2534544e+01 -1.0409492e+01 -1.6406878e+01
 -7.6334429e+00 -2.1537279e+01 -7.9342788e-01 -1.6801720e+01
 -4.1161413e+00 -1.1005570e+01 -5.5942702e+00 -9.2735462e+00
 -7.0006371e+00  2.1242914e+00 -5.2952356e+00  2.6304421e+00
 -4.5739093e+00  2.2994962e+00 -3.9374390e+00  2.2995758e+00
  2.7098062e+00  2.5305326e+00  1.8677251e-01 -2.6607221e-01
  7.8177390e+00  4.1266685e+00  9.5898590e+00  6.7921867e+00
  1.0969708e+01  5.4373403e+00  5.6502151e+00  5.0077047e+00]",up_to_learn
"[-742.3769       60.03809     -31.655313     14.9106865   -25.521715
    4.2610617   -24.425003     -9.122432    -15.6970625   -10.037874
   -9.476456    -16.019176    -11.238391    -16.454567     -4.8727555
  -15.178734     -3.617588     -8.802717     -5.7539387    -5.2892933
   -6.6311107    -2.0673285    -5.686153      1.6626731    -3.0634825
    2.504371      0.91918784    3.8064253     3.1312518     3.0923269
    4.896629      2.6355782     6.418954      3.6155586     6.2056065
    3.4083533     4.4105773     2.8126743     3.8647912     3.5346446 ]",up_to_learn
"[-752.4948      68.51242    -29.778723    29.758354   -27.611483
    4.1684637  -30.14346     -5.0234413  -20.571747   -12.452382
  -10.209982   -16.948198    -8.745852   -20.493069    -5.230362
  -16.787441    -4.837557   -11.966992    -7.2162037   -6.3561115
   -6.66661     -1.0269369   -4.4908304    3.4187257   -3.624171
    3.2873046   -1.6476167    3.838009     5.0621943    5.553645
    8.094515     6.097835     8.913384     4.4603167    7.662321
    1.9294494    4.9693403    3.3107958    3.892603     3.2919044]",up_to_learn
"[-688.3477      84.63423    -55.56679     16.58965    -30.530708
   -6.256497   -39.548798   -12.395025   -19.928423   -11.622706
  -15.003391   -18.350674    -5.3435335  -14.866921    -3.1545088
  -18.020267     1.286291    -2.5155      -7.352276    -9.990682
   -8.733775    -2.4529774   -8.478429    -3.8834348   -6.750614
    5.3513827    2.3500907    4.3390136    5.4480014   10.545834
   12.040867     5.509241     5.9736977    3.1711109    8.585247
    1.6069841    2.788228     2.845035     3.8346827    2.4803095]",up_to_learn
"[-6.9111829e+02  5.5343735e+01 -2.1251579e+01  6.5423517e+00
 -1.4912027e+01  7.1399409e-01 -2.8033859e+01 -1.0273758e+01
 -1.5315161e+01 -1.3380733e+01 -1.2349854e+01 -1.7128586e+01
 -1.1227878e+01 -1.6195002e+01 -7.5339751e+00 -1.4202711e+01
 -5.3821993e+00 -1.0623611e+01 -9.0064917e+00 -5.5369239e+00
 -5.7720270e+00  2.3624771e+00  1.5023544e+00  6.3664427e+00
  1.5740951e+00  1.9883502e+00  1.9674192e-01  1.5361315e+00
  2.2016833e+00  1.8941649e+00  5.6055918e+00  4.5722365e+00
  5.8353782e+00  4.5250411e+00  5.0903058e+00  2.8357468e+00
  4.4785485e+00  5.0038328e+00  2.4774928e+00  2.0333529e+00]",up_to_learn
"[-6.8496246e+02  9.5948212e+01 -5.8817013e+01  1.9466009e+01
 -3.5423882e+01  1.2055774e+01 -3.9613392e+01 -1.0416648e+01
 -2.6294767e+01 -1.0855371e+01 -1.6803455e+01 -2.5956192e+01
 -4.9279137e+00 -2.1471670e+01 -7.2322516e+00 -2.2897238e+01
 -5.9268389e+00 -1.0734570e+01 -7.9584322e+00 -9.9230204e+00
 -5.1186366e+00  4.1824059e+00 -3.4739850e+00  1.9782085e+00
 -1.9939697e+00  9.4386806e+00  1.7881303e+00  5.1145916e+00
  3.5906994e+00  5.2929816e+00  4.1778374e+00 -1.0983875e+00
  1.6582004e+00  5.0663882e-01  8.0037441e+00  2.2526023e+00
  5.9683733e+00  3.1452556e+00  4.6228704e+00  2.3261132e+00]",up_to_learn
"[-7.0298553e+02  5.2867157e+01 -1.6007227e+01  2.6047163e+00
 -1.2730097e+01  1.3378305e+00 -1.9900419e+01 -1.0257082e+01
 -1.8405132e+01 -1.0727858e+01 -9.0134745e+00 -1.3213955e+01
 -8.7638350e+00 -1.6815786e+01 -5.7132730e+00 -8.5303183e+00
 -3.8034413e+00 -8.3841724e+00 -7.8442955e+00 -4.7794080e+00
 -6.4995813e+00 -2.4946020e+00 -3.9133329e+00  2.0298901e-01
 -8.9018685e-01  4.2588285e-01 -1.0017806e+00  1.9807062e+00
  2.6808028e+00  3.3336201e+00  5.7100911e+00  3.4953856e+00
  4.0279284e+00  3.4759140e+00  6.6716280e+00  3.8621068e+00
  3.9676991e+00  3.8975918e+00  3.3090146e+00  4.2493834e+00]",up_to_learn
"[-701.4165      57.797176   -48.91528     29.83138    -38.071224
    6.4421597  -34.302628    -1.0807505  -21.285112    -9.850936
   -9.549617   -19.386791    -4.6146035  -20.586636    -3.1801546
  -17.73732     -3.3393552  -10.208079    -4.8505054   -4.448366
   -5.9880743   -2.2434752   -8.827345     1.2275208   -6.195973
    1.9070487   -2.3871891    4.266094     4.2161603    4.5796304
    5.640389     2.1958957    6.3012486    2.8197436    7.0963025
    0.811402     6.6589694    3.7842147    3.25276      4.9583964]",up_to_learn
"[-7.4652704e+02  7.1829803e+01 -4.4293709e+01  2.6501186e+01
 -3.3224895e+01  1.2252551e+01 -2.7374266e+01 -1.6493924e+00
 -2.1134247e+01 -1.0103147e+01 -1.1803547e+01 -1.8294409e+01
 -6.9003129e+00 -2.2125807e+01 -1.2902433e+00 -1.2433335e+01
 -1.9054575e+00 -8.9891729e+00 -3.6671653e+00 -6.7203064e+00
 -7.2740932e+00 -2.7700162e+00 -5.4220204e+00  1.9070733e+00
 -5.1566658e+00  3.2418807e+00 -2.5087118e+00  4.3304739e+00
  4.0415400e-01  1.0300298e+00  2.1469100e+00  2.2236759e-02
  4.9696956e+00  1.7549621e+00  7.0719895e+00  2.3090944e+00
  7.3128071e+00  4.7182055e+00  6.6754112e+00  4.4719114e+00]",up_to_learn
"[-7.1606470e+02  6.1292767e+01 -3.0339266e+01  1.8527370e+01
 -2.1993435e+01  1.8933133e+00 -2.6812267e+01 -7.6850452e+00
 -2.0216457e+01 -1.4005533e+01 -1.2212142e+01 -1.7128973e+01
 -7.2083087e+00 -2.1303234e+01 -7.0174918e+00 -1.4359934e+01
 -8.7957668e+00 -1.0972991e+01 -6.4583526e+00 -5.7929745e+00
 -8.0695286e+00 -1.5487740e+00 -5.9509373e+00  7.1777511e-01
 -1.4961081e+00  2.2570403e+00  5.8684718e-02  2.4079845e+00
  1.6954232e+00  1.9784462e+00  3.0392005e+00  8.2161003e-01
  5.9199967e+00  2.8314769e+00  6.7894859e+00  4.7136288e+00
  5.6010523e+00  4.4556055e+00  3.0417087e+00  4.3796296e+00]",up_to_learn
"[-5.89501526e+02  8.87186966e+01 -4.19065247e+01 -8.76844978e+00
 -2.58860207e+01 -9.34440804e+00 -2.92011967e+01 -1.87150154e+01
 -1.85416069e+01 -1.32605057e+01 -1.18622265e+01 -1.80079269e+01
 -1.13970022e+01 -1.48575115e+01 -1.03043604e+01 -1.16620607e+01
 -3.90120387e+00 -9.65757561e+00 -5.00027084e+00 -3.65086484e+00
 -4.80441475e+00  4.35606897e-01 -3.61552429e+00  3.43053013e-01
 -3.09779954e+00  2.35744452e+00  2.00074762e-01 -2.54268259e-01
  3.22533965e+00  3.96647871e-01  3.27334857e+00  3.10659385e+00
  5.87326622e+00  6.62344313e+00  6.94266605e+00  5.51082182e+00
  4.43067598e+00  3.85136151e+00  3.19902849e+00  2.52737832e+00]",up_to_learn
"[-7.0252533e+02  5.2233959e+01 -2.9490942e+01  2.0491447e+01
 -2.1370529e+01  2.5762072e+00 -2.8239902e+01 -1.3354866e+01
 -2.5093996e+01 -1.3300531e+01 -1.3636597e+01 -2.2084822e+01
 -9.5020571e+00 -1.8066422e+01 -2.9044626e+00 -1.2064248e+01
 -5.6994438e+00 -6.5284019e+00 -3.9785526e+00 -5.9320912e+00
 -5.6416068e+00 -8.8336140e-02 -5.8279939e+00  1.8383596e+00
 -1.4913186e+00  2.1840277e+00 -8.2445019e-01  1.0808527e+00
  2.0956559e+00  3.0446670e+00  4.1046720e+00  1.8253272e+00
  4.3758731e+00  1.3865265e+00  6.3679514e+00  3.3610983e+00
  4.0655556e+00  4.2098165e+00  3.4780011e+00  2.1026053e+00]",up_to_learn
"[-7.35800476e+02  6.19036407e+01 -2.66567631e+01  1.55663805e+01
 -2.50786552e+01  2.96964705e-01 -2.37776604e+01 -7.19468498e+00
 -1.84703865e+01 -1.11714029e+01 -8.71750355e+00 -1.95716724e+01
 -1.16236591e+01 -1.59050846e+01 -4.32456970e+00 -1.20876646e+01
 -1.76448190e+00 -8.02640915e+00 -8.57299709e+00 -5.78424025e+00
 -7.62296867e+00 -3.10859776e+00 -3.62260723e+00  1.76285851e+00
 -2.84250522e+00  3.45448256e+00 -9.92993936e-02  7.49717772e-01
  2.45804238e+00  2.53148770e+00  3.63242507e+00  3.04309797e+00
  6.87966967e+00  3.24509978e+00  5.28524160e+00  3.95004177e+00
  6.70889902e+00  4.30422497e+00  5.10611773e+00  6.68495274e+00]",up_to_learn
"[-6.7158148e+02  6.6706703e+01 -1.8785435e+01  7.9529181e+00
 -1.3080521e+01  4.8966823e+00 -2.5099108e+01 -1.0064361e+01
 -1.5375553e+01 -1.6623343e+01 -1.4786563e+01 -2.0655752e+01
 -1.5796581e+01 -2.0472004e+01 -1.2441443e+01 -1.8551064e+01
 -1.0164598e+01 -1.3671878e+01 -1.3644390e+01 -1.1823798e+01
 -8.8834038e+00 -7.6650137e-01 -1.5136109e-01  7.9732499e+00
  1.9904944e+00  3.9055574e+00  8.3744603e-01  6.2931335e-01
  4.0069804e+00  2.6805177e+00  6.2008662e+00  6.5166459e+00
  9.2612457e+00  7.1295867e+00  8.4410324e+00  7.9201813e+00
  7.1862178e+00  6.1603451e+00  4.8224349e+00  4.7749581e+00]",up_to_learn
"[-768.27594     54.102806   -21.942226    24.445894   -22.851662
    6.365438   -24.612404    -3.5673134  -18.111828   -11.382865
   -9.186762   -15.974433    -7.9658732  -18.371561    -5.476827
  -15.607998    -5.1750255  -11.304165    -8.096781    -6.3781347
   -7.601522    -2.0402944   -4.8206496    2.0607808   -2.4160929
    4.588432     1.5881332    4.9610567    4.2430897    2.9180248
    4.936681     2.906569     4.8506665    2.2139673    6.6635327
    2.984336     4.8979154    3.7471795    4.419689     3.5928864]",up_to_learn
"[-7.6372687e+02  5.4500248e+01 -2.5847252e+01  2.0675442e+01
 -2.3374531e+01  9.7876835e+00 -2.2861547e+01 -6.3005543e+00
 -1.8345524e+01 -1.2982563e+01 -1.1506594e+01 -1.3738636e+01
 -6.8849592e+00 -1.8204540e+01 -4.2255845e+00 -1.4670864e+01
 -3.0017228e+00 -8.5600491e+00 -5.7025414e+00 -4.1693158e+00
 -5.5131884e+00  1.1003715e+00 -2.6892676e+00  2.9583602e+00
 -2.7978313e+00  1.9530556e+00 -1.0893832e+00  1.2903442e+00
  2.1313930e-01  9.0483554e-02  2.7617178e+00  1.1258569e+00
  3.8109164e+00  1.4553510e+00  4.9421320e+00  2.3340015e+00
  5.2562990e+00  3.8750277e+00  5.2406020e+00  5.2535315e+00]",up_to_learn
"[-671.2356      86.97838    -57.581955    15.592419   -31.867252
    2.5746815  -41.818913   -13.261986   -21.02893    -12.286941
  -19.049423   -21.72211     -4.7289667  -18.720053    -7.420489
  -21.568693    -1.4655374   -5.1172724   -5.8637614  -11.44063
   -8.624234     1.7715828   -4.604427     1.7157038   -2.804258
    8.4938345    1.7850984    2.0511942    2.0319824    3.9750311
    6.2749724    1.7662684    3.1797078    2.4109137    8.853786
    3.6859255    5.501246     3.262444     4.8057446    2.7390285]",up_to_learn
"[-7.42604065e+02  6.15559769e+01 -1.54074516e+01  1.59684162e+01
 -2.32699223e+01  1.47771358e+00 -2.33235092e+01 -9.16789818e+00
 -1.48867254e+01 -1.19628725e+01 -1.24713573e+01 -1.67625351e+01
 -9.27980518e+00 -1.70590782e+01 -8.14750576e+00 -1.54698896e+01
 -4.70160866e+00 -9.65257263e+00 -7.25761271e+00 -3.94395709e+00
 -7.92811537e+00 -2.04702997e+00 -3.48444438e+00  1.69136882e+00
 -2.01313996e+00  1.98960495e+00 -4.21866983e-01  1.35483921e+00
  2.44606304e+00  2.19912744e+00  5.40582323e+00  2.33255506e+00
  5.12455273e+00  3.97182870e+00  5.67826319e+00  4.25719976e+00
  5.29591846e+00  4.68671751e+00  4.34171486e+00  4.58231640e+00]",up_to_learn
"[-7.4206989e+02  5.6562374e+01 -2.8435766e+01  1.5035809e+01
 -1.4255760e+01  5.5525166e-01 -2.2010727e+01 -8.4834490e+00
 -2.2765450e+01 -1.1590497e+01 -7.0468912e+00 -1.7157011e+01
 -7.6574912e+00 -1.5308391e+01 -4.6548686e+00 -1.1098833e+01
 -4.8924465e+00 -5.2388859e+00 -4.6130428e+00 -5.0630717e+00
 -6.3714142e+00 -1.3970517e+00 -4.2995172e+00  6.8459129e-01
 -2.5094457e+00 -2.9040572e-01 -1.5328323e+00  8.1605899e-01
  1.9098352e-01 -1.1562618e+00  6.1671036e-01  5.9771378e-02
  1.7575336e+00  2.1295844e-01  3.8764074e+00  1.1595464e+00
  3.2700901e+00  4.2621083e+00  5.6469250e+00  7.1068225e+00]",up_to_learn
"[-7.7664807e+02  6.5217979e+01 -2.9286839e+01  2.8211906e+01
 -2.6134848e+01  1.2528393e+01 -2.7935070e+01 -1.7619339e+00
 -1.8821499e+01 -1.0694833e+01 -9.8015203e+00 -1.7645180e+01
 -7.6916170e+00 -1.9377018e+01 -4.5075245e+00 -1.5886094e+01
 -2.1451681e+00 -1.0532016e+01 -6.4463816e+00 -7.0607438e+00
 -5.9563160e+00 -1.2023537e+00 -7.1613021e+00  2.8210175e+00
 -2.7720222e+00  4.4215531e+00  3.7880912e-01  5.0860586e+00
  2.9372356e+00  3.9722540e+00  4.6210842e+00 -2.5446239e-01
  3.3292077e+00  1.8533293e+00  8.2448597e+00  2.9668987e+00
  5.6592417e+00  2.7914152e+00  3.4715426e+00  4.3016539e+00]",up_to_learn
"[-7.0698700e+02  9.4827850e+01 -4.0287239e+01 -9.6075512e-02
 -3.4345047e+01  5.1372542e+00 -2.8830048e+01 -8.7371702e+00
 -2.4789536e+01 -2.0624460e+01 -1.4816192e+01 -1.6752689e+01
 -7.7533708e+00 -1.8155930e+01 -4.0350556e+00 -1.2913993e+01
 -3.3997810e-01 -5.9818497e+00 -1.7488030e+00 -2.3733424e-01
 -3.3516643e+00  3.1485054e-01 -3.8362396e+00  2.7348452e+00
 -3.2483768e+00  1.9835535e+00 -2.3794231e+00 -3.6717418e-01
 -1.5449575e+00 -2.2193131e+00 -3.7630659e-01 -1.7544748e+00
  2.4151471e+00  1.3388336e+00  5.1919622e+00  3.9286861e+00
  9.9005327e+00  7.5820136e+00  8.6075869e+00  8.9947500e+00]",up_to_learn
"[-7.4094464e+02  7.9256256e+01 -2.6922262e+01  1.4564662e+01
 -3.2424385e+01  4.2220364e+00 -2.5688858e+01 -4.1070466e+00
 -1.7409658e+01 -1.3820086e+01 -1.4838417e+01 -2.0301929e+01
 -8.6393747e+00 -1.7797102e+01 -5.0038080e+00 -1.5208751e+01
 -4.2235742e+00 -1.0209870e+01 -5.2914491e+00 -3.7214503e+00
 -5.8226357e+00  4.7858974e-01 -2.7745984e+00  3.4133322e+00
 -2.4218385e+00  2.6786313e+00 -1.0307276e+00  2.4788985e+00
  7.2358829e-01  7.4049103e-01  3.6234791e+00  9.4160551e-01
  4.7734404e+00  1.8592055e+00  4.8683891e+00  3.0865991e+00
  7.3139400e+00  5.0645294e+00  5.7300391e+00  5.8215218e+00]",up_to_learn
"[-725.24304     82.91113    -32.0802       2.3187745  -36.15884
   -2.8079066  -32.73337     -6.8528523  -15.065063   -11.306169
   -9.884003   -15.199205    -9.16799    -18.600195    -2.6565611
  -10.755187    -1.2221484   -7.925765    -5.74077     -3.9375346
   -2.6993096    1.5533557   -4.149263     2.740582    -2.9369965
    1.7484317   -2.131468     2.0139706    2.6395528    1.3113545
    1.7391541   -1.5181792    3.7807004    2.598286     6.5250773
    5.601888     8.194294     4.7395353    4.131983     3.6643355]",up_to_learn
"[-739.6587      60.36582    -16.424583    11.934259   -17.924452
   -0.8772656  -25.482405   -13.368085   -20.288511   -14.919427
  -12.468799   -15.344825    -8.711827   -16.343891    -5.0135803
  -10.345737    -4.5839214   -8.363576    -6.0323277   -3.6063128
   -4.927432    -1.5087304   -3.2367258    2.979413    -1.4954362
    3.5959811    3.3992143    3.6164184    2.9507337    2.391434
    4.1495566    1.3473372    3.7363627    1.4435121    4.9513316
    3.4870467    3.4157486    3.891431     4.0296836    4.455256 ]",up_to_learn
"[-7.8093658e+02  6.8039520e+01 -3.8521450e+01  2.8171858e+01
 -3.2451996e+01  1.4500099e+01 -3.0443678e+01  3.7838101e-01
 -2.1664946e+01 -1.1528826e+01 -1.0474151e+01 -1.5360925e+01
 -4.0643954e+00 -1.9872599e+01 -2.5147865e+00 -1.5467212e+01
 -1.6516872e-01 -9.2396469e+00 -2.5194995e+00 -4.8933954e+00
 -4.5010281e+00  1.6519073e+00 -3.2756121e+00  5.3151183e+00
 -3.1004641e+00  3.2770600e+00 -3.1953161e+00  3.6007998e+00
  3.8938242e-01  1.4494410e+00  2.5088003e+00  1.8829432e-01
  5.7584939e+00  3.0554771e+00  8.2290573e+00  2.7194016e+00
  7.0881319e+00  4.0540409e+00  5.6902499e+00  3.9642704e+00]",up_to_learn
"[-7.3011841e+02  6.5422676e+01 -2.1502541e+01  1.6077272e+01
 -2.1975233e+01  4.8789057e-01 -2.8621172e+01 -4.9517817e+00
 -2.2412947e+01 -1.3343579e+01 -1.4192849e+01 -1.8959120e+01
 -8.4816370e+00 -2.1194178e+01 -7.7761788e+00 -1.5151848e+01
 -1.7531637e+00 -8.2502527e+00 -4.2169967e+00 -5.1344967e+00
 -7.9078426e+00 -7.5371504e-01 -5.4364390e+00  2.5379746e+00
 -2.7139201e+00  4.3511572e+00  1.8601213e-01  1.9170882e+00
  1.4359573e+00 -3.1269994e-01  3.8601286e+00  1.6848143e+00
  6.1258168e+00  3.1466751e+00  6.3291483e+00  3.6467526e+00
  5.6094909e+00  5.7638464e+00  5.2500615e+00  4.9837918e+00]",up_to_learn
"[-7.5355536e+02  7.1866196e+01 -3.2863453e+01  3.4054100e+01
 -3.1117325e+01  1.3015504e+01 -3.0049582e+01 -2.8173223e+00
 -1.7884359e+01 -1.0438005e+01 -1.2527392e+01 -1.8444286e+01
 -7.5710101e+00 -1.9842150e+01 -4.3612161e+00 -2.0006796e+01
 -4.5318403e+00 -1.1985570e+01 -5.7733736e+00 -6.7009592e+00
 -8.7715111e+00 -2.5772841e+00 -6.4083071e+00  3.1084094e+00
 -3.2224045e+00  3.1853659e+00 -2.3426552e+00  1.8784963e+00
  2.2993632e-01  2.2065029e+00  2.8316925e+00  1.1782846e+00
  5.4995918e+00  2.6737790e+00  8.5551281e+00  4.8287258e+00
  1.0332668e+01  6.8764582e+00  6.2960796e+00  4.1905384e+00]",up_to_learn
"[-7.6845123e+02  6.2920761e+01 -2.0582037e+01  2.3514538e+01
 -2.6018286e+01  8.1083784e+00 -2.9201506e+01 -7.4079123e+00
 -1.9245125e+01 -1.3073042e+01 -1.1989053e+01 -1.7713554e+01
 -6.3054996e+00 -1.7747068e+01 -2.5529897e+00 -1.2904212e+01
 -4.3146253e+00 -9.3026285e+00 -6.2295699e+00 -4.8976359e+00
 -5.9776335e+00 -3.0914825e-01 -3.2164233e+00  3.6642869e+00
 -1.5890270e+00  4.4872441e+00  1.0697845e+00  3.5638442e+00
  2.9022689e+00  3.0632958e+00  3.7543209e+00  6.4938092e-01
  3.8776016e+00  1.1399403e+00  5.3744779e+00  2.2349863e+00
  5.0470386e+00  3.2616045e+00  3.5709906e+00  3.7350948e+00]",up_to_learn
"[-7.6707013e+02  7.3116150e+01 -3.5601608e+01  3.0204786e+01
 -3.1621622e+01  1.3455827e+01 -2.8650242e+01  1.0708535e+00
 -2.1832687e+01 -1.5405036e+01 -1.4836809e+01 -1.8936075e+01
 -5.5915875e+00 -1.9138783e+01 -3.3043933e+00 -1.7437014e+01
 -2.8295231e+00 -1.0194249e+01 -2.9384134e+00 -5.4123015e+00
 -5.5422692e+00 -1.5667501e-01 -5.5589032e+00  4.4792399e+00
 -3.0713208e+00  4.0977492e+00 -1.5181459e+00  2.1598239e+00
  2.8913587e-01  3.2506046e+00  3.9190745e+00  2.1295617e+00
  5.7342715e+00  4.6016711e-01  4.8422418e+00  6.5872812e-01
  6.2642756e+00  2.4758229e+00  3.6081147e+00  2.4481702e+00]",up_to_learn
"[-7.1704193e+02  8.1560310e+01 -5.3221889e+01  2.5756590e+01
 -3.7995682e+01  1.1622232e+01 -3.4043037e+01 -2.2627635e+00
 -2.3125412e+01 -1.1706216e+01 -1.1198435e+01 -2.0193396e+01
 -6.9061413e+00 -2.1166702e+01 -3.7227840e+00 -1.8126001e+01
 -2.2176795e+00 -1.1196498e+01 -5.8990536e+00 -7.1874914e+00
 -5.6462374e+00  2.9943275e-01 -5.7241373e+00  1.8216953e+00
 -6.9012346e+00  2.9544668e+00 -2.9145727e+00  2.3390148e+00
  3.7321469e-01  1.7751253e+00  4.1386995e+00  1.8719828e+00
  6.5063787e+00  3.7576883e+00  8.7780418e+00  3.5962803e+00
  7.1247563e+00  3.5771830e+00  5.0589504e+00  3.0932500e+00]",up_to_learn
"[-7.0943030e+02  4.9627365e+01  3.7935503e+00 -2.3777692e+00
 -6.9565649e+00  6.6516113e-01 -9.8503342e+00 -7.9566822e+00
 -8.1331902e+00 -1.1676929e+01 -1.3904133e+01 -1.2874385e+01
 -9.9174595e+00 -1.1434581e+01 -8.6861048e+00 -9.4363413e+00
 -5.7069812e+00 -5.2128611e+00 -4.2500863e+00 -2.5732751e+00
 -3.6357722e+00 -2.7768047e+00 -3.7375762e+00 -1.7189600e+00
  7.4379808e-01  1.4837826e+00 -1.4753093e-01  1.6723003e+00
  2.7468131e+00  1.9155618e+00  2.9648678e+00  3.0814223e+00
  4.1336951e+00  3.5545943e+00  3.4755042e+00  4.4574265e+00
  5.2648573e+00  5.2984118e+00  4.3756857e+00  3.2156897e+00]",up_to_learn
"[-7.6220422e+02  5.3077690e+01 -2.6508957e+01  1.8480549e+01
 -1.6368256e+01  6.2727847e+00 -2.1482836e+01 -4.7749882e+00
 -1.4608128e+01 -1.0758040e+01 -1.0512589e+01 -1.6184471e+01
 -5.0204158e+00 -1.6156948e+01 -4.7606158e+00 -1.1957297e+01
 -5.8145947e+00 -7.8943090e+00 -7.9828897e+00 -6.1754727e+00
 -7.3092184e+00 -2.2164237e+00 -4.0618038e+00  5.3869015e-01
 -2.5906403e+00  2.4550662e+00 -2.9534304e-01  5.0612921e-01
  1.4553102e+00  1.1102049e+00  1.8104837e+00 -4.1569841e-01
  3.0312231e+00  2.6365445e+00  6.2162170e+00  5.1194401e+00
  7.8000340e+00  6.6915488e+00  6.7080669e+00  5.9336305e+00]",up_to_learn
"[-7.5872546e+02  7.1278183e+01 -2.5482786e+01  2.8716072e+01
 -3.3975536e+01  9.0512905e+00 -3.3251793e+01  1.2848358e+00
 -2.2618513e+01 -8.5417004e+00 -1.2093248e+01 -2.0173506e+01
 -8.9193439e+00 -2.3261593e+01 -2.6953125e+00 -1.7846048e+01
 -9.8269373e-02 -1.1969616e+01 -4.0723319e+00 -5.6805387e+00
 -7.6264596e+00  5.0916407e-02 -7.0852437e+00  4.0677824e+00
 -5.3566618e+00  3.4672103e+00 -3.0285501e+00  1.6250670e+00
  2.2701745e+00  4.5907393e+00  6.0993886e+00  1.5126107e+00
  7.3463802e+00  2.3429389e+00  7.5936852e+00  3.0293047e+00
  6.7631831e+00  4.6060677e+00  5.3333631e+00  4.6568875e+00]",up_to_learn
"[-6.94298706e+02  6.27528954e+01 -2.54684830e+01  1.12288723e+01
 -2.58210068e+01 -4.98703289e+00 -1.91164494e+01 -1.00870695e+01
 -1.67841854e+01 -1.28415146e+01 -1.39718542e+01 -2.00805473e+01
 -1.28622169e+01 -1.89211540e+01 -8.60484982e+00 -1.37159281e+01
 -6.42493296e+00 -7.30633402e+00 -7.50113487e+00 -4.82832289e+00
 -5.14149952e+00 -4.26940870e+00 -6.69323730e+00  1.19904208e+00
  4.05725807e-01  4.60055304e+00  5.88454723e+00  7.95529461e+00
  5.88123560e+00  3.98809814e+00  3.13778973e+00  6.53130651e-01
  4.76899338e+00  4.19950199e+00  6.38965940e+00  2.28191853e+00
  2.89569449e+00  3.27368879e+00  2.38326097e+00  3.96861029e+00]",up_to_learn
"[-772.3944      79.54427    -36.71182     28.964417   -38.519863
   17.178139   -32.988453     1.0392863  -18.578434   -10.129954
  -12.916223   -18.377596    -7.766127   -21.496822    -1.826661
  -18.01059     -1.7664967  -11.078601    -2.262699    -5.7781844
   -6.46613     -1.4151343   -6.1554413    3.8679652   -2.872472
    6.448468    -1.4964898    4.3031917    2.2276502    4.6008506
    3.4566002    1.459823     7.5651636    2.7164247    7.1249785
    2.6632168    6.4889646    2.2926793    4.3000317    2.8333833]",up_to_learn
"[-749.3183       72.59669     -24.181507     21.430624    -28.584116
    6.6610665   -28.058296     -5.168637    -21.735245    -13.608055
  -11.971158    -17.350739     -7.489712    -20.480604     -4.3680005
  -14.354941     -4.4338408   -10.432063     -6.445016     -6.661636
   -6.289773     -0.83409166   -5.4287057     2.2460673    -3.5114272
    2.3923936    -1.4070321     4.6490836     3.943478      3.835694
    4.641706      1.1810387     5.897885      2.6628048     7.3607783
    3.952875      6.9902563     4.8815327     3.8677576     3.3910475 ]",up_to_learn
"[-7.09403870e+02  5.44169159e+01 -2.71381512e+01  1.85865669e+01
 -2.37363205e+01 -8.90622711e+00 -2.29272251e+01 -1.28549223e+01
 -1.52227745e+01 -1.19352245e+01 -9.04645729e+00 -1.36625624e+01
 -8.01211166e+00 -1.28205147e+01 -5.79548883e+00 -1.48061295e+01
 -7.14175987e+00 -8.22571850e+00 -7.31719828e+00 -3.16574216e+00
 -7.27886248e+00 -2.35229135e+00 -3.59903955e+00 -1.00311613e+00
 -3.32344723e+00  4.64296579e-01  3.78390700e-01  3.16265202e+00
  5.28061771e+00  3.43356133e+00  5.36454344e+00  2.54303932e+00
  4.55299091e+00  3.09592199e+00  4.16924667e+00  2.74948955e+00
  2.83121300e+00  5.29078674e+00  5.88482332e+00  6.53935528e+00]",up_to_learn
